chisq H0 ombh2 omch2 tau As ns
2.621625308808613227e+03 6.861039032199950327e+01 2.247321007140350504e-02 1.162306192991519743e-01 1.093481248770198332e-02 1.904726997638268422e-09 9.738813581361374094e-01
2.621643583358054002e+03 6.860842252463204716e+01 2.247321926455034258e-02 1.162317559971448311e-01 1.094989984922842968e-02 1.904726997637914802e-09 9.738835241430409129e-01
2.621643583358054002e+03 6.860842252463204716e+01 2.247321926455034258e-02 1.162317559971448311e-01 1.094989984922842968e-02 1.904726997637914802e-09 9.738835241430409129e-01
2.623132178259932971e+03 6.853498323434338602e+01 2.247321722174594125e-02 1.162315569374267887e-01 1.126237993257752507e-02 1.904726997638064935e-09 9.738857780913575679e-01
2.620487643819561072e+03 6.870898406504572620e+01 2.247322061642593322e-02 1.162316359956814538e-01 1.118343488079865874e-02 1.904726997635129685e-09 9.738857913499562313e-01
2.620539571772613726e+03 6.874488346937808103e+01 2.247321268450614556e-02 1.162318960638522025e-01 1.126529302670809495e-02 1.904726997633465397e-09 9.738817835202859818e-01
2.620920694295368321e+03 6.874711827117465646e+01 2.247321906071241687e-02 1.162333955195480190e-01 1.141198657083171246e-02 1.904726997632466577e-09 9.738785994940027946e-01
2.620920694295368321e+03 6.874711827117465646e+01 2.247321906071241687e-02 1.162333955195480190e-01 1.141198657083171246e-02 1.904726997632466577e-09 9.738785994940027946e-01
2.621369597433335002e+03 6.870482400476780072e+01 2.247320383639692803e-02 1.162337492029571068e-01 1.156110222400199596e-02 1.904726997635976304e-09 9.738740379029929839e-01
2.621369597433335002e+03 6.870482400476780072e+01 2.247320383639692803e-02 1.162337492029571068e-01 1.156110222400199596e-02 1.904726997635976304e-09 9.738740379029929839e-01
2.621310365913715032e+03 6.874423940284201251e+01 2.247319633929652227e-02 1.162341980661332763e-01 1.153487667718739590e-02 1.904726997636274916e-09 9.738726665662367221e-01
2.620158822356170276e+03 6.883970903964559795e+01 2.247318822866987628e-02 1.162343651385569776e-01 1.090576502053520157e-02 1.904726997632522412e-09 9.738736992418538518e-01
2.620158822356170276e+03 6.883970903964559795e+01 2.247318822866987628e-02 1.162343651385569776e-01 1.090576502053520157e-02 1.904726997632522412e-09 9.738736992418538518e-01
2.620004814922217975e+03 6.881486125914072716e+01 2.247319057547821075e-02 1.162328032635150665e-01 1.089065732191113987e-02 1.904726997631581080e-09 9.738714371985036644e-01
2.620004814922217975e+03 6.881486125914072716e+01 2.247319057547821075e-02 1.162328032635150665e-01 1.089065732191113987e-02 1.904726997631581080e-09 9.738714371985036644e-01
2.620482191490666082e+03 6.869785130058596678e+01 2.247320050820655890e-02 1.162342729393994051e-01 1.062593614563536563e-02 1.904726997631730800e-09 9.738682508580792652e-01
2.621571135076608698e+03 6.863121877791452619e+01 2.247318614962835748e-02 1.162322128054313897e-01 1.063737653673530598e-02 1.904726997631933873e-09 9.738611884704826416e-01
2.620186103957705200e+03 6.876164735166024400e+01 2.247317870015154775e-02 1.162333573831421801e-01 1.035351492485021493e-02 1.904726997629070587e-09 9.738617471453093755e-01
2.620186103957705200e+03 6.876164735166024400e+01 2.247317870015154775e-02 1.162333573831421801e-01 1.035351492485021493e-02 1.904726997629070587e-09 9.738617471453093755e-01
2.620295445995900991e+03 6.888590886845206285e+01 2.247318679690937446e-02 1.162348159945933573e-01 1.073566489075509708e-02 1.904726997632016177e-09 9.738628249332289544e-01
2.620061834233882564e+03 6.883763841165662711e+01 2.247319485175625076e-02 1.162350098365184103e-01 1.083985937505945081e-02 1.904726997631724596e-09 9.738589557339634162e-01
2.620259381739202126e+03 6.871545920279254460e+01 2.247317691687229779e-02 1.162356392909419667e-01 1.064729729840831716e-02 1.904726997633464157e-09 9.738563008590758185e-01
2.620209330992463492e+03 6.872151004083977455e+01 2.247318018743249199e-02 1.162370158251402330e-01 1.062710305226907161e-02 1.904726997635809214e-09 9.738545042983287603e-01
2.619824338968237043e+03 6.880232251906534202e+01 2.247318789884211049e-02 1.162362091318910745e-01 1.069171415019498292e-02 1.904726997634936125e-09 9.738551783242024307e-01
2.619816440720614992e+03 6.882604449541226188e+01 2.247318409088950794e-02 1.162356526912875221e-01 1.052814414268720203e-02 1.904726997637962365e-09 9.738549708005408423e-01
2.620147639322060058e+03 6.880446570870151390e+01 2.247318279248751438e-02 1.162352845800633389e-01 1.020322996507716518e-02 1.904726997641321545e-09 9.738570783911951745e-01
2.620376628412730952e+03 6.890148117015995410e+01 2.247317295309179605e-02 1.162355950274743810e-01 1.004523641289865703e-02 1.904726997644721671e-09 9.738591077807147167e-01
2.620764874023279390e+03 6.895830694360326163e+01 2.247317021791016625e-02 1.162368417779362645e-01 1.017073880589103828e-02 1.904726997642797236e-09 9.738623647670551220e-01
2.621508099755835246e+03 6.900454146242384468e+01 2.247316848262051470e-02 1.162357020782655431e-01 1.027929278164634377e-02 1.904726997644839958e-09 9.738673821328414082e-01
2.621508099755835246e+03 6.900454146242384468e+01 2.247316848262051470e-02 1.162357020782655431e-01 1.027929278164634377e-02 1.904726997644839958e-09 9.738673821328414082e-01
2.620468622659121593e+03 6.879301248423334414e+01 2.247317056788792136e-02 1.162346384234315549e-01 1.008243997333641874e-02 1.904726997641367454e-09 9.738675010763084838e-01
2.620447004966015356e+03 6.880178738718883835e+01 2.247317105049272123e-02 1.162356456070857413e-01 1.006345154400853890e-02 1.904726997639340861e-09 9.738642773188717072e-01
2.619974196391310670e+03 6.875751539053615602e+01 2.247317831572412036e-02 1.162348092925767351e-01 1.056104524321586219e-02 1.904726997639089398e-09 9.738672608301127687e-01
2.620429834170109643e+03 6.871447353829405813e+01 2.247317578570421845e-02 1.162366467451701191e-01 1.049398142816584251e-02 1.904726997637835393e-09 9.738696124795610531e-01
2.619795449788752194e+03 6.880794975556229076e+01 2.247318203778805520e-02 1.162370092251958920e-01 1.059432826729223356e-02 1.904726997636184754e-09 9.738672520125225551e-01
2.620019729190492399e+03 6.874146550083864327e+01 2.247318264538177360e-02 1.162384682208659065e-01 1.064706349295599722e-02 1.904726997634810807e-09 9.738651749431492810e-01
2.619810531325287684e+03 6.882397420993454773e+01 2.247317627151269870e-02 1.162397806720784493e-01 1.050332086462623174e-02 1.904726997632665514e-09 9.738627850838693645e-01
2.619841172807763087e+03 6.879491293750648140e+01 2.247317308197005481e-02 1.162398240668642835e-01 1.048472399361084252e-02 1.904726997634345931e-09 9.738664794173437222e-01
2.619841172807763087e+03 6.879491293750648140e+01 2.247317308197005481e-02 1.162398240668642835e-01 1.048472399361084252e-02 1.904726997634345931e-09 9.738664794173437222e-01
2.619841172807763087e+03 6.879491293750648140e+01 2.247317308197005481e-02 1.162398240668642835e-01 1.048472399361084252e-02 1.904726997634345931e-09 9.738664794173437222e-01
2.619841172807763087e+03 6.879491293750648140e+01 2.247317308197005481e-02 1.162398240668642835e-01 1.048472399361084252e-02 1.904726997634345931e-09 9.738664794173437222e-01
2.620015822786045192e+03 6.875500418498297961e+01 2.247316927519681096e-02 1.162358442895037453e-01 1.052370817397512912e-02 1.904726997637308065e-09 9.738688954885030835e-01
2.620015822786045192e+03 6.875500418498297961e+01 2.247316927519681096e-02 1.162358442895037453e-01 1.052370817397512912e-02 1.904726997637308065e-09 9.738688954885030835e-01
2.620015822786045192e+03 6.875500418498297961e+01 2.247316927519681096e-02 1.162358442895037453e-01 1.052370817397512912e-02 1.904726997637308065e-09 9.738688954885030835e-01
2.620015822786045192e+03 6.875500418498297961e+01 2.247316927519681096e-02 1.162358442895037453e-01 1.052370817397512912e-02 1.904726997637308065e-09 9.738688954885030835e-01
2.619964213626031778e+03 6.874945391361144686e+01 2.247317747649266520e-02 1.162362840074785547e-01 1.066170653012699088e-02 1.904726997636697192e-09 9.738744381654556026e-01
2.620129019901526590e+03 6.872267224036875177e+01 2.247318668514909634e-02 1.162345631376917876e-01 1.079623857203685679e-02 1.904726997634556035e-09 9.738746209967479306e-01
2.620389009017703756e+03 6.869883575580453794e+01 2.247319071069825078e-02 1.162353466976027566e-01 1.070514627053402099e-02 1.904726997632847907e-09 9.738808903931285288e-01
2.620389009017703756e+03 6.869883575580453794e+01 2.247319071069825078e-02 1.162353466976027566e-01 1.070514627053402099e-02 1.904726997632847907e-09 9.738808903931285288e-01
2.620286914831241575e+03 6.870454749443912590e+01 2.247318978572596798e-02 1.162348614268775837e-01 1.091924736020485898e-02 1.904726997632270535e-09 9.738800767956169446e-01
2.619971108889436437e+03 6.879213090458267743e+01 2.247318060253994040e-02 1.162346122565895701e-01 1.091312350905000034e-02 1.904726997630486306e-09 9.738786215635444332e-01
2.619971108889436437e+03 6.879213090458267743e+01 2.247318060253994040e-02 1.162346122565895701e-01 1.091312350905000034e-02 1.904726997630486306e-09 9.738786215635444332e-01
2.620494690778140921e+03 6.868532992142813498e+01 2.247316988532017598e-02 1.162341884304631534e-01 1.081371065985884533e-02 1.904726997628731856e-09 9.738765021027735447e-01
2.621290120587766523e+03 6.862600026219020322e+01 2.247316048103736863e-02 1.162349697386591968e-01 1.113641626460730102e-02 1.904726997626708159e-09 9.738770916802850230e-01
2.621290120587766523e+03 6.862600026219020322e+01 2.247316048103736863e-02 1.162349697386591968e-01 1.113641626460730102e-02 1.904726997626708159e-09 9.738770916802850230e-01
2.620304652223865105e+03 6.870612826064893852e+01 2.247315356865370664e-02 1.162353079245563442e-01 1.098505584698163465e-02 1.904726997632372278e-09 9.738744021317873312e-01
2.620304652223865105e+03 6.870612826064893852e+01 2.247315356865370664e-02 1.162353079245563442e-01 1.098505584698163465e-02 1.904726997632372278e-09 9.738744021317873312e-01
2.620671782223215359e+03 6.891449755639314390e+01 2.247316275003473363e-02 1.162348605131904716e-01 1.076401212632076623e-02 1.904726997633058011e-09 9.738741517916107426e-01
2.619831506273172636e+03 6.879117522796737205e+01 2.247316267440009271e-02 1.162346256929939620e-01 1.074457165286740908e-02 1.904726997631448731e-09 9.738763476482061865e-01
2.619860372343583094e+03 6.883706048503474051e+01 2.247316164363319380e-02 1.162330550176631921e-01 1.066457783095128668e-02 1.904726997631809382e-09 9.738775396926789840e-01
2.619860372343583094e+03 6.883706048503474051e+01 2.247316164363319380e-02 1.162330550176631921e-01 1.066457783095128668e-02 1.904726997631809382e-09 9.738775396926789840e-01
2.620058536967211239e+03 6.888386454817890581e+01 2.247316714730216922e-02 1.162330205655436599e-01 1.054387921523077844e-02 1.904726997634543627e-09 9.738767698477677204e-01
2.620145358708356071e+03 6.873184091721563505e+01 2.247317162224989756e-02 1.162343980031730201e-01 1.059059195795653691e-02 1.904726997635541207e-09 9.738765097313251129e-01
2.619926687541083993e+03 6.878231028284488957e+01 2.247317866693602367e-02 1.162349761633040685e-01 1.044174041446290988e-02 1.904726997633085722e-09 9.738807095969470584e-01
2.619926687541083993e+03 6.878231028284488957e+01 2.247317866693602367e-02 1.162349761633040685e-01 1.044174041446290988e-02 1.904726997633085722e-09 9.738807095969470584e-01
2.620358068350038138e+03 6.876826675726849203e+01 2.247317996923394595e-02 1.162341628398730342e-01 1.022314396563408882e-02 1.904726997633701144e-09 9.738811444157546848e-01
2.620358068350038138e+03 6.876826675726849203e+01 2.247317996923394595e-02 1.162341628398730342e-01 1.022314396563408882e-02 1.904726997633701144e-09 9.738811444157546848e-01
2.620945691306194021e+03 6.867121084607990156e+01 2.247317327664927200e-02 1.162344257793729713e-01 1.056452646560210665e-02 1.904726997634725194e-09 9.738790741545390039e-01
2.619789257846333385e+03 6.881208251816710231e+01 2.247316970175250450e-02 1.162347526159978606e-01 1.059149702527944527e-02 1.904726997638869782e-09 9.738774707834424449e-01
2.619789257846333385e+03 6.881208251816710231e+01 2.247316970175250450e-02 1.162347526159978606e-01 1.059149702527944527e-02 1.904726997638869782e-09 9.738774707834424449e-01
2.620688693239669192e+03 6.866803772389094718e+01 2.247316879659164851e-02 1.162376090875541224e-01 1.082731897681278067e-02 1.904726997636953618e-09 9.738824138840139755e-01
2.625195378371431161e+03 6.848884241501151848e+01 2.247316755511195863e-02 1.162389770335547773e-01 1.073986744193651532e-02 1.904726997635942803e-09 9.738771589429028319e-01
2.625319218856267071e+03 6.847147125673562584e+01 2.247315814811048224e-02 1.162393362379611911e-01 1.092959398286149318e-02 1.904726997633619253e-09 9.738740870585611553e-01
2.625319218856267071e+03 6.847147125673562584e+01 2.247315814811048224e-02 1.162393362379611911e-01 1.092959398286149318e-02 1.904726997633619253e-09 9.738740870585611553e-01
2.625319218856267071e+03 6.847147125673562584e+01 2.247315814811048224e-02 1.162393362379611911e-01 1.092959398286149318e-02 1.904726997633619253e-09 9.738740870585611553e-01
2.625319218856267071e+03 6.847147125673562584e+01 2.247315814811048224e-02 1.162393362379611911e-01 1.092959398286149318e-02 1.904726997633619253e-09 9.738740870585611553e-01
2.620295253121519636e+03 6.877045331017174590e+01 2.247315385289671424e-02 1.162402504977226581e-01 1.113337693823481661e-02 1.904726997635038281e-09 9.738794453365952064e-01
2.621661593480076135e+03 6.863585020743444431e+01 2.247315457492105387e-02 1.162418392468391737e-01 1.050022948359509781e-02 1.904726997635658667e-09 9.738840874020336935e-01
2.621661593480076135e+03 6.863585020743444431e+01 2.247315457492105387e-02 1.162418392468391737e-01 1.050022948359509781e-02 1.904726997635658667e-09 9.738840874020336935e-01
2.621661593480076135e+03 6.863585020743444431e+01 2.247315457492105387e-02 1.162418392468391737e-01 1.050022948359509781e-02 1.904726997635658667e-09 9.738840874020336935e-01
2.620779933760881704e+03 6.868415774881981406e+01 2.247315387025990499e-02 1.162432463516215736e-01 1.050216339080715065e-02 1.904726997631815172e-09 9.738865722881698828e-01
2.621151907046067663e+03 6.865873014723294432e+01 2.247315069226711939e-02 1.162450788120853312e-01 1.051932672105075975e-02 1.904726997634591190e-09 9.738907362006997692e-01
2.621151907046067663e+03 6.865873014723294432e+01 2.247315069226711939e-02 1.162450788120853312e-01 1.051932672105075975e-02 1.904726997634591190e-09 9.738907362006997692e-01
2.620943753130565710e+03 6.867662307363302432e+01 2.247315697392601730e-02 1.162451940475032058e-01 1.046892830986980404e-02 1.904726997638708482e-09 9.738887970054389553e-01
2.620719974276517860e+03 6.866345465253118618e+01 2.247316559183709303e-02 1.162459357989988618e-01 1.079290987388151386e-02 1.904726997637726618e-09 9.738907172871940077e-01
2.620647104618263711e+03 6.866589448979341626e+01 2.247317081479644624e-02 1.162448688148574744e-01 1.090505247449493308e-02 1.904726997638607979e-09 9.738934259661797821e-01
2.620618396073924941e+03 6.867721757581141162e+01 2.247316876767302060e-02 1.162431218504657998e-01 1.113092188004024229e-02 1.904726997640675517e-09 9.738975636103404110e-01
2.620744532929078559e+03 6.874680516471664760e+01 2.247315816985426609e-02 1.162430902225086160e-01 1.135139117840072188e-02 1.904726997640770643e-09 9.739020327640371955e-01
2.622166188432122908e+03 6.857382647429707845e+01 2.247315871250987751e-02 1.162424945902469781e-01 1.118193572254829599e-02 1.904726997641870793e-09 9.739013829315632531e-01
2.622166188432122908e+03 6.857382647429707845e+01 2.247315871250987751e-02 1.162424945902469781e-01 1.118193572254829599e-02 1.904726997641870793e-09 9.739013829315632531e-01
2.621721295675008150e+03 6.859671050699367356e+01 2.247315200452254871e-02 1.162423254460048933e-01 1.112133997388160302e-02 1.904726997642521371e-09 9.739013887770703315e-01
2.620539766733561009e+03 6.867692581913853189e+01 2.247314868745979230e-02 1.162436954012887047e-01 1.102720594880372308e-02 1.904726997641800896e-09 9.739047093416919321e-01
2.622087442684548023e+03 6.897189255165812938e+01 2.247314314044992350e-02 1.162431034124508239e-01 1.091009533206580354e-02 1.904726997647085340e-09 9.739084689736675626e-01
2.622087442684548023e+03 6.897189255165812938e+01 2.247314314044992350e-02 1.162431034124508239e-01 1.091009533206580354e-02 1.904726997647085340e-09 9.739084689736675626e-01
2.621121399264819956e+03 6.885960424789055878e+01 2.247315786280137256e-02 1.162430751850807714e-01 1.121641570006108590e-02 1.904726997646500937e-09 9.739093586442929551e-01
2.620498868399464754e+03 6.870129603543539076e+01 2.247316588065693607e-02 1.162427468100547950e-01 1.118943299403615983e-02 1.904726997644847816e-09 9.739127885489804459e-01
2.620287927901760668e+03 6.882596702767669683e+01 2.247317403496544574e-02 1.162421533639999838e-01 1.103265338072823183e-02 1.904726997647491899e-09 9.739124019601032023e-01
2.620990352424571938e+03 6.864145185475516087e+01 2.247318077931202349e-02 1.162417242204609596e-01 1.094085072823898844e-02 1.904726997647548147e-09 9.739166310969187279e-01
2.620175861405303294e+03 6.879467284398576510e+01 2.247317977020054508e-02 1.162409497999293828e-01 1.106001397007348383e-02 1.904726997646652724e-09 9.739151333164097757e-01
2.620535605761608167e+03 6.877739875993528074e+01 2.247318151053477944e-02 1.162408137385168710e-01 1.125085675159154773e-02 1.904726997647066728e-09 9.739155995245895037e-01
2.620218220972696599e+03 6.883589865172751843e+01 2.247318251509781289e-02 1.162412822824947928e-01 1.096938410767544884e-02 1.904726997651555424e-09 9.739185992371737211e-01
2.622043751523070114e+03 6.861057969821939651e+01 2.247317029644305825e-02 1.162396552391761068e-01 1.058703366023560667e-02 1.904726997654171796e-09 9.739132148005245071e-01
2.622043751523070114e+03 6.861057969821939651e+01 2.247317029644305825e-02 1.162396552391761068e-01 1.058703366023560667e-02 1.904726997654171796e-09 9.739132148005245071e-01
2.622043751523070114e+03 6.861057969821939651e+01 2.247317029644305825e-02 1.162396552391761068e-01 1.058703366023560667e-02 1.904726997654171796e-09 9.739132148005245071e-01
2.621855768517429624e+03 6.901971978188018397e+01 2.247318435477214590e-02 1.162407617008994198e-01 1.034144384176133649e-02 1.904726997654050201e-09 9.739126008594714001e-01
2.621355811071226071e+03 6.899976012489419475e+01 2.247319419676699001e-02 1.162416579935511285e-01 1.005665293728983008e-02 1.904726997651614567e-09 9.739127358067732887e-01
2.621355811071226071e+03 6.899976012489419475e+01 2.247319419676699001e-02 1.162416579935511285e-01 1.005665293728983008e-02 1.904726997651614567e-09 9.739127358067732887e-01
2.621805077540301227e+03 6.902555421403157254e+01 2.247320724973886352e-02 1.162420665209282084e-01 1.005967134160319458e-02 1.904726997646744128e-09 9.739156145082165095e-01
2.621704344017256517e+03 6.902000621892247523e+01 2.247321415885475057e-02 1.162423932533231674e-01 1.006219320652298153e-02 1.904726997646290006e-09 9.739150188041002520e-01
2.621704344017256517e+03 6.902000621892247523e+01 2.247321415885475057e-02 1.162423932533231674e-01 1.006219320652298153e-02 1.904726997646290006e-09 9.739150188041002520e-01
2.619999370502236616e+03 6.884321907979196453e+01 2.247321698263525513e-02 1.162409771927427754e-01 1.021228908268660869e-02 1.904726997645550920e-09 9.739145285639911886e-01
2.620930424153557851e+03 6.872027300182425336e+01 2.247322120045701019e-02 1.162417006855038654e-01 1.019707728464796029e-02 1.904726997645309383e-09 9.739156611374204520e-01
2.620260847883342194e+03 6.883928605558611480e+01 2.247321315298677832e-02 1.162401212192994415e-01 1.005886941906739170e-02 1.904726997644903237e-09 9.739085825094606630e-01
2.620328820456611084e+03 6.877562983067514324e+01 2.247322091979919723e-02 1.162425245173969029e-01 1.018445218830783990e-02 1.904726997643332421e-09 9.739081248819876357e-01
2.620208730016725895e+03 6.879030755788750184e+01 2.247321013242020715e-02 1.162423743590432490e-01 1.019132388412531502e-02 1.904726997637847800e-09 9.739046358705704121e-01
2.620208730016725895e+03 6.879030755788750184e+01 2.247321013242020715e-02 1.162423743590432490e-01 1.019132388412531502e-02 1.904726997637847800e-09 9.739046358705704121e-01
2.620208730016725895e+03 6.879030755788750184e+01 2.247321013242020715e-02 1.162423743590432490e-01 1.019132388412531502e-02 1.904726997637847800e-09 9.739046358705704121e-01
2.620062945623667019e+03 6.872628612988167163e+01 2.247320575283383304e-02 1.162421194957297260e-01 1.076952721667058868e-02 1.904726997637885851e-09 9.739025281812934143e-01
2.620240524236673082e+03 6.870389290647617031e+01 2.247319943821669483e-02 1.162426091148492935e-01 1.084710522084186314e-02 1.904726997639919061e-09 9.739057017788895765e-01
2.622551797479952711e+03 6.856268846432401176e+01 2.247320692777712847e-02 1.162426355877976408e-01 1.094100747250969022e-02 1.904726997644929294e-09 9.739115997814861148e-01
2.622551797479952711e+03 6.856268846432401176e+01 2.247320692777712847e-02 1.162426355877976408e-01 1.094100747250969022e-02 1.904726997644929294e-09 9.739115997814861148e-01
2.623636143718154017e+03 6.855091204748968892e+01 2.247320594226822829e-02 1.162451817679643895e-01 1.055587328586527970e-02 1.904726997643035877e-09 9.739103510600609637e-01
2.621465919876507542e+03 6.864610212268395628e+01 2.247320656640608774e-02 1.162449503083845953e-01 1.048315307452641655e-02 1.904726997639904585e-09 9.739087097142612448e-01
2.621074452203118199e+03 6.865744671773876462e+01 2.247321353890794834e-02 1.162449105117303594e-01 1.057573596294559409e-02 1.904726997639742871e-09 9.739081118089242262e-01
2.619911696598622257e+03 6.875083430353305403e+01 2.247321440142243873e-02 1.162461885766346570e-01 1.066550417454576252e-02 1.904726997641688400e-09 9.739023995326443472e-01
2.619763891356668410e+03 6.880937706127942022e+01 2.247322302638338209e-02 1.162470363075174262e-01 1.060115711070899747e-02 1.904726997639828898e-09 9.739062369499112970e-01
2.620025729890562161e+03 6.873504340009066027e+01 2.247320951731921618e-02 1.162472891672297198e-01 1.062770912602190379e-02 1.904726997638574065e-09 9.739099530076247291e-01
2.620025729890562161e+03 6.873504340009066027e+01 2.247320951731921618e-02 1.162472891672297198e-01 1.062770912602190379e-02 1.904726997638574065e-09 9.739099530076247291e-01
2.619854753036040620e+03 6.877846645316594731e+01 2.247321109365052819e-02 1.162474544398774262e-01 1.049279433634652502e-02 1.904726997638433031e-09 9.739064292003631884e-01
2.619854753036040620e+03 6.877846645316594731e+01 2.247321109365052819e-02 1.162474544398774262e-01 1.049279433634652502e-02 1.904726997638433031e-09 9.739064292003631884e-01
2.620071471402214229e+03 6.874560435921674184e+01 2.247321821586666449e-02 1.162485968343059950e-01 1.047473334305532890e-02 1.904726997638476458e-09 9.739057078850619220e-01
2.622687330057195595e+03 6.866590619906369852e+01 2.247321830515483856e-02 1.162491414173829479e-01 9.962675462691743256e-03 1.904726997638716340e-09 9.739078031647983025e-01
2.622779733598595612e+03 6.872106119786951695e+01 2.247321248510575006e-02 1.162490090054132397e-01 9.685224119005577184e-03 1.904726997639122072e-09 9.739055707802245498e-01
2.620315356183231415e+03 6.885198119685092877e+01 2.247321788990575692e-02 1.162472575274203085e-01 1.001120596820057225e-02 1.904726997639288335e-09 9.739060521151718941e-01
2.621175016945266634e+03 6.870307818346448414e+01 2.247321859985877343e-02 1.162487176659218191e-01 1.018283078251095916e-02 1.904726997641115991e-09 9.738983995361431001e-01
2.622005053627007783e+03 6.865594780780186568e+01 2.247322906513095006e-02 1.162484982812762996e-01 1.020212110038352590e-02 1.904726997639724260e-09 9.738975726692640222e-01
2.620433469501148465e+03 6.873018438341078706e+01 2.247323475344517249e-02 1.162488457725860402e-01 1.033623714821172400e-02 1.904726997641284736e-09 9.738954114924787131e-01
2.620336878339321629e+03 6.873013882946558795e+01 2.247324332118155743e-02 1.162493514743244694e-01 1.038852441920664303e-02 1.904726997641769877e-09 9.738994594627237156e-01
2.620308557737075262e+03 6.888162217225560369e+01 2.247323592316937887e-02 1.162472699859991992e-01 1.076240112117061130e-02 1.904726997641972123e-09 9.738946396228100877e-01
2.620126684713915438e+03 6.884509458267145021e+01 2.247324464302734304e-02 1.162466684401763373e-01 1.085142457718604389e-02 1.904726997645391274e-09 9.738916529294686653e-01
2.620684809792243414e+03 6.891172350778440148e+01 2.247325024151518649e-02 1.162461184169777950e-01 1.076967151177709615e-02 1.904726997646883094e-09 9.738934435718300531e-01
2.620684809792243414e+03 6.891172350778440148e+01 2.247325024151518649e-02 1.162461184169777950e-01 1.076967151177709615e-02 1.904726997646883094e-09 9.738934435718300531e-01
2.620472395363364285e+03 6.873325720071366618e+01 2.247324784543784301e-02 1.162475726386380109e-01 1.030278697662260524e-02 1.904726997647383952e-09 9.738931629786712341e-01
2.620303703466287516e+03 6.891734498382064089e+01 2.247325655533766176e-02 1.162461493217722269e-01 1.037087925647954718e-02 1.904726997645161731e-09 9.738992423105274909e-01
2.621800050984910285e+03 6.902296386859791255e+01 2.247324869880669082e-02 1.162450811449005639e-01 1.010476496940646181e-02 1.904726997641850941e-09 9.738964121225031079e-01
2.621003544270198745e+03 6.880610760857298658e+01 2.247325365764713326e-02 1.162422730366342166e-01 9.842617929688848161e-03 1.904726997642080484e-09 9.738998418737796481e-01
2.620200155964895202e+03 6.877431877665890170e+01 2.247324082215590088e-02 1.162433753940499137e-01 1.025382106363121118e-02 1.904726997643738981e-09 9.738973060003746074e-01
2.621811888747814010e+03 6.867352384801807830e+01 2.247324927776828823e-02 1.162434464833160680e-01 1.016678573554992068e-02 1.904726997641826953e-09 9.739007799247990649e-01
2.621811888747814010e+03 6.867352384801807830e+01 2.247324927776828823e-02 1.162434464833160680e-01 1.016678573554992068e-02 1.904726997641826953e-09 9.739007799247990649e-01
2.622948375543025577e+03 6.863165451108878301e+01 2.247325214280595715e-02 1.162433682220472969e-01 1.011658880445243623e-02 1.904726997640086151e-09 9.738980870715934213e-01
2.622948375543025577e+03 6.863165451108878301e+01 2.247325214280595715e-02 1.162433682220472969e-01 1.011658880445243623e-02 1.904726997640086151e-09 9.738980870715934213e-01
2.622948375543025577e+03 6.863165451108878301e+01 2.247325214280595715e-02 1.162433682220472969e-01 1.011658880445243623e-02 1.904726997640086151e-09 9.738980870715934213e-01
2.627785694931624221e+03 6.853388807975792929e+01 2.247325260234046829e-02 1.162454773408845982e-01 9.797926690952109968e-03 1.904726997639741630e-09 9.738939883651731577e-01
2.627622865157331034e+03 6.859011492639665164e+01 2.247324904527825060e-02 1.162466255137625110e-01 9.499318410234049506e-03 1.904726997638634863e-09 9.738892782225527789e-01
2.627622865157331034e+03 6.859011492639665164e+01 2.247324904527825060e-02 1.162466255137625110e-01 9.499318410234049506e-03 1.904726997638634863e-09 9.738892782225527789e-01
2.622901104535192644e+03 6.891804327038391875e+01 2.247324287691798705e-02 1.162472402136624228e-01 9.216519263281722218e-03 1.904726997641849700e-09 9.738889304144056069e-01
2.623296496472914441e+03 6.902657596115449223e+01 2.247323978779354817e-02 1.162444151119522984e-01 9.230157370994454893e-03 1.904726997640413301e-09 9.738896278885578184e-01
2.623103187029809760e+03 6.876821283326989942e+01 2.247323553345796990e-02 1.162423673610993025e-01 9.466156879006483796e-03 1.904726997642911386e-09 9.738894500190307113e-01
2.622888081915525618e+03 6.878759975001973714e+01 2.247324417582241204e-02 1.162412777477173365e-01 9.451409514714093421e-03 1.904726997643501993e-09 9.738951745247946823e-01
2.622888081915525618e+03 6.878759975001973714e+01 2.247324417582241204e-02 1.162412777477173365e-01 9.451409514714093421e-03 1.904726997643501993e-09 9.738951745247946823e-01
2.622888081915525618e+03 6.878759975001973714e+01 2.247324417582241204e-02 1.162412777477173365e-01 9.451409514714093421e-03 1.904726997643501993e-09 9.738951745247946823e-01
2.622888081915525618e+03 6.878759975001973714e+01 2.247324417582241204e-02 1.162412777477173365e-01 9.451409514714093421e-03 1.904726997643501993e-09 9.738951745247946823e-01
2.622652499796718530e+03 6.883782409770492450e+01 2.247324569720332912e-02 1.162415403475846876e-01 9.375260697494494297e-03 1.904726997644385422e-09 9.738972310277862476e-01
2.622220002327897419e+03 6.903875038070367509e+01 2.247323600975360824e-02 1.162419767690193034e-01 9.761286341016795626e-03 1.904726997640966685e-09 9.738962550450650513e-01
2.621515501221318118e+03 6.900445445734028738e+01 2.247322925049442463e-02 1.162420554424134916e-01 9.922937711701485669e-03 1.904726997639487272e-09 9.738933963517999448e-01
2.621515501221318118e+03 6.900445445734028738e+01 2.247322925049442463e-02 1.162420554424134916e-01 9.922937711701485669e-03 1.904726997639487272e-09 9.738933963517999448e-01
